id,ds_min1,ds_min2,ds_min3,ds_min4,ds_min5,ds_max1,ds_max2,ds_max3,ds_max4,ds_max5,ds_avg,ang_max1,ang_max2,ang_max3,ang_max4,ang_max5,ang_diff1,ang_diff2,ang_diff3,ang_diff4,ang_diff5,ds_ind1,ds_ind2,ds_ind3,ds_ind4,ds_ind5,ds_sum_ind2,ds_sum_ind3,ds_sum_ind4,ds_sum_ind5
1,42.08319813179602,54.32407316282534,54.62605936730197,54.999737890284536,61.63033709140329,61.63033709140329,54.999737890284536,54.62605936730197,54.32407316282534,42.08319813179602,53.53268112872223,117.6481714427365,116.69664935916268,111.15837665711348,96.34922637730313,51.492008844479244,293.84383740174275,44.85721753282388,14.809150279810353,5.538272702049198,0.9515220835738205,2.6230755185267087,2.734192137473494,2.736604112084836,2.7395702709878913,2.7890892943588774,1.3387407386155552,0.8989677056853704,0.6768612054794528,0.5446778140823546
