*,via1_xpos,via1_ypos,via2_xpos,via2_ypos,via3_xpos,via3_ypos,via4_xpos,via4_ypos,via5_xpos,via5_ypos
1,26.202,-57.069,-6.041,-35.709,-24.406,-41.467,-19.852,-38.708,-28.599,-35.407
